ro,STATIONS_ID,MESS_DATUM_BEGINN,MESS_DATUM_ENDE,QN_4,MO_N,MO_TT,MO_TX,MO_TN,MO_FK,MX_TX,MX_FX,MX_TN,MO_SD_S,QN_6,MO_RR,MX_RS
13,       5046,20190701,20190731,    3,  -999,  18.43,   25.70,   10.51,-999,  36.0,  -999,   2.7,-999,    3,    44.4,   14.5
14,       5046,20190801,20190831,    3,  -999,  17.79,   24.63,   10.84,-999,  29.7,  -999,   5.2,-999,    3,    51.8,   13.1
15,       5046,20190901,20190930,    3,  -999,  12.55,   18.91,    6.27,-999,  27.7,  -999,  -1.1,-999,    3,    80.6,   23.7
16,       5046,20191001,20191031,    1,  -999,   9.05,   14.08,    4.12,-999,  24.0,  -999,  -4.7,-999,    1,    65.2,   13.6
17,       5046,20191101,20191130,    1,  -999,   4.43,    7.19,    1.24,-999,  12.3,  -999,  -4.4,-999,    1,    40.7,    8.2
18,       5046,20191201,20191231,    1,  -999,   1.47,    4.64,   -1.37,-999,  11.2,  -999,  -7.8,-999,    1,    37.9,    8.5
0,        320,20180601,20180630,    3,  -999,  17.73,   24.25,   10.69,-999,  29.6,  -999,   5.2, 232.88,    9,    31.5,   18.7
1,        320,20180701,20180731,    3,  -999,  19.53,   27.77,   10.93,-999,  36.4,  -999,   3.9, 300.17,    9,    45.6,   16.1
2,        320,20180801,20180831,    3,  -999,  20.19,   28.24,   11.67,-999,  34.7,  -999,   2.8, 254.98,    9,    14.7,    7.0
3,        320,20180901,20180930,    3,  -999,  14.49,   22.55,    7.47,-999,  29.5,  -999,  -2.2, 207.33,    9,    46.8,   16.8
4,        320,20181001,20181031,    3,  -999,   9.75,   17.41,    3.42,-999,  25.0,  -999,  -3.7, 169.32,    3,    19.8,    7.9
5,        320,20181101,20181130,    3,  -999,   4.45,    8.45,    0.08,-999,  16.9,  -999,  -6.0,  68.88,    3,    10.7,    6.0
6,        320,20181201,20181231,    3,  -999,   3.16,    5.17,    0.82,-999,  11.8,  -999,  -5.4,  14.05,    3,   107.7,   22.5
7,        320,20190101,20190131,    3,  -999,   0.06,    2.35,   -2.71,-999,   7.3,  -999, -12.0,  38.29,    3,    54.4,    7.8
8,        320,20190201,20190228,    3,  -999,   1.57,    8.21,   -3.51,-999,  17.1,  -999, -10.2, 123.67,    3,    25.2,    8.8
9,        320,20190301,20190331,    3,  -999,   6.13,   11.17,    1.36,-999,  18.9,  -999,  -4.1, 113.15,    3,    80.7,   19.1
10,        320,20190401,20190430,    3,  -999,   9.26,   16.40,    1.41,-999,  25.3,  -999,  -4.9, 253.38,    3,    26.6,   14.0
11,        320,20190501,20190531,    3,  -999,  10.54,   16.56,    3.68,-999,  24.2,  -999,  -2.5, 163.97,    3,    65.6,   22.0
12,        320,20190601,20190630,    3,  -999,  20.08,   28.13,   11.08,-999,  36.1,  -999,   4.0, 325.48,    3,    15.2,    3.7
13,        320,20190701,20190731,    3,  -999,  19.28,   26.85,   11.29,-999,  37.4,  -999,   3.4, 267.50,    3,    39.6,   11.0
14,        320,20190801,20190831,    3,  -999,  18.67,   25.87,   11.62,-999,  31.4,  -999,   6.9, 231.27,    3,    73.3,   35.3
15,        320,20190901,20190930,    3,  -999,  13.42,   20.20,    6.77,-999,  27.7,  -999,  -1.4, 173.62,    3,    55.1,   10.0
16,        320,20191001,20191031,    1,  -999,   9.88,   14.97,    4.86,-999,  23.6,  -999,  -5.6, 112.55,    1,    46.4,   10.8
17,        320,20191101,20191130,    1,  -999,   4.69,    7.83,    1.12,-999,  15.0,  -999,  -4.2,  31.72,    1,    61.4,   13.6
18,        320,20191201,20191231,    1,  -999,   2.57,    5.57,   -0.89,-999,  10.9,  -999,  -7.9,  48.10,    1,    55.5,   11.7
0,       7369,20180601,20180630,    3,  -999,  17.31,   23.09,   11.09,    1.90,  27.8,  14.6,   5.1, 217.20,    9,    38.7,   30.0
1,       7369,20180701,20180731,    3,  3.93,  19.48,   26.19,   12.15,    1.74,  34.1,  14.1,   7.4, 283.27,    9,   107.7,   70.1
2,       7369,20180801,20180831,    3,  -999,  19.98,   26.89,   12.99,    2.10,  33.7,  20.4,   4.7, 258.53,    9,     9.8,    4.6
3,       7369,20180901,20180930,    3,  4.27,  14.87,   22.01,    8.22,    1.93,  29.1,  25.1,   0.1, 226.33,    9,    28.5,   11.8
4,       7369,20181001,20181031,    3,  4.42,   9.92,   16.42,    4.00,    2.00,  24.4,  16.6,  -2.6, 173.44,    3,    27.3,   10.8
5,       7369,20181101,20181130,    3,  6.25,   4.16,    7.54,    1.02,    2.10,  15.1,  13.1,  -3.3,  60.15,    3,    14.6,    5.9
6,       7369,20181201,20181231,    3,  7.36,   2.59,    4.88,    0.22,-999,  11.5,  24.6,  -5.6,  20.35,    3,   157.1,   49.6
7,       7369,20190101,20190131,    3,  7.01,  -0.82,    1.36,   -3.39,    2.81,   6.6,  19.9,  -9.6,  33.28,    3,    68.1,   13.3
8,       7369,20190201,20190228,    3,  4.69,   2.36,    8.48,   -2.66,    2.00,  17.3,  19.1,  -6.6, 146.10,    3,    14.1,    5.7
9,       7369,20190301,20190331,    3,  5.35,   5.87,   10.79,    1.15,    2.90,  17.8,  27.3,  -4.7, 146.83,    3,    53.5,   12.3
10,       7369,20190401,20190430,    3,  5.07,   9.11,   15.27,    2.88,    2.50,  25.2,  24.3,  -2.6, 193.52,    3,    24.4,    8.7
11,       7369,20190501,20190531,    3,  5.78,  10.13,   15.52,    3.81,    2.19,  22.0,  14.6,  -3.3, 175.71,    3,    98.6,   41.1
12,       7369,20190601,20190630,    3,  3.85,  18.80,   25.56,   11.22,    2.00,  33.7,  17.3,   5.5, 298.52,    3,    56.1,   16.4
13,       7369,20190701,20190731,    3,  5.10,  19.01,   25.62,   11.87,    2.03,  36.1,  12.8,   3.7, 270.08,    3,    37.2,    6.1
14,       7369,20190801,20190831,    3,  4.72,  18.16,   24.67,   11.74,    1.71,  30.7,  17.8,   7.2, 219.00,    3,    61.3,   22.1
15,       7369,20190901,20190930,    3,  5.17,  13.49,   19.38,    7.12,    2.13,  26.6,  23.4,   0.3, 167.84,    3,    27.8,    7.9
16,       7369,20191001,20191031,    1,  5.91,  10.15,   14.86,    5.74,    2.19,  24.0,  15.2,  -1.8, 110.97,    1,    72.9,   17.2
17,       7369,20191101,20191130,    1,  7.07,   4.40,    7.29,    1.45,    2.13,  16.8,  15.0,  -4.1,  43.58,    1,    38.0,    8.7
18,       7369,20191201,20191231,    1,  6.08,   2.35,    5.61,   -0.66,    2.29,  12.1,  19.9,  -6.9,  76.40,    1,    51.6,    9.9
0,       5792,20180601,20180630,    3,  -999,   2.08,    4.89,   -0.34,    2.80,  10.9,  22.2,  -6.9, 161.82,    9,   142.5,   22.8
1,       5792,20180701,20180731,    3,  -999,   3.95,    6.43,    1.79,    2.94,  12.4,  19.2,  -2.8, 158.18,    9,   128.1,   26.5
2,       5792,20180801,20180831,    3,  6.02,   5.24,    8.13,    2.86,    2.97,  13.0,  19.4,  -7.1, 175.57,    9,   213.3,   41.1
3,       5792,20180901,20180930,    3,  -999,   2.51,    5.63,   -0.38,    3.17,  11.5,  32.5, -11.4, 214.05,    9,   103.0,   16.1
4,       5792,20181001,20181031,    3,  3.87,  -0.86,    1.65,   -3.35,    3.65,   6.2,  36.5, -12.3, 218.94,    3,    65.4,   37.1
5,       5792,20181101,20181130,    3,  5.22,  -4.46,   -1.80,   -6.94,    3.93,   5.5,  33.4, -15.4, 171.05,    3,    19.8,    6.8
6,       5792,20181201,20181231,    3,  6.24,  -9.60,   -6.97,  -12.09,    4.29,   0.0,  44.0, -18.6,  82.57,    3,   361.7,   42.2
7,       5792,20190101,20190131,    3,  -999, -14.44,  -11.09,  -16.85,    3.97,  -5.0,  33.9, -22.4, 109.80,    3,   483.5,   65.9
8,       5792,20190201,20190228,    3,  4.72,  -7.00,   -4.30,   -9.73,    3.79,   4.9,  37.3, -18.6, 189.63,    3,   128.3,   29.4
9,       5792,20190301,20190331,    3,  5.34,  -8.28,   -5.15,  -11.44,    4.35,   3.8,  40.1, -18.5, 187.23,    3,   219.3,   37.7
10,       5792,20190401,20190430,    3,  5.22,  -5.35,   -2.41,   -7.77,    3.50,   7.0,  32.9, -13.5, 210.15,    3,   150.0,   25.4
11,       5792,20190501,20190531,    3,  6.67,  -5.46,   -3.01,   -7.76,    3.10,   3.2,  26.7, -16.0, 122.26,    3,   447.8,   78.5
12,       5792,20190601,20190630,    3,  3.92,   5.45,    8.68,    2.73,    3.37,  16.2,  29.6,  -1.7, 311.30,    3,    84.6,   21.3
13,       5792,20190701,20190731,    3,  6.47,   4.32,    6.84,    1.93,    3.00,  15.1,  27.5,  -6.6, 165.12,    3,   146.8,   42.5
14,       5792,20190801,20190831,    3,  6.04,   4.90,    7.56,    2.38,    3.23,  13.4,  26.5,  -5.7, 186.48,    3,   160.7,   27.5
15,       5792,20190901,20190930,    3,  5.41,   1.49,    4.14,   -1.14,    3.37,  10.2,  29.1,  -5.3, 178.63,    3,-999,   53.9
16,       5792,20191001,20191031,    1,  5.31,  -0.01,    2.58,   -2.91,    4.32,   9.1,  29.6, -10.8, 163.64,    1,   208.1,   35.7
17,       5792,20191101,20191130,    1,  6.14,  -6.88,   -4.54,   -8.97,    4.63,   4.8,  38.1, -15.4, 103.15,    1,   156.6,   25.4
18,       5792,20191201,20191231,    1,  -999,  -7.18,   -4.04,   -9.94,    4.39,   4.5,  35.1, -16.5, 120.08,    1,   220.8,   41.9
0,       7394,20180601,20180630,    3,  -999,  16.14,   20.78,   11.17,-999,  26.5,  16.7,   5.6, 216.85,-999,-999,   17.7
1,       7394,20180701,20180731,    3,  3.84,  18.91,   25.07,   12.60,    2.03,  32.9,  15.8,   4.9, 305.43,    9,    38.0,   12.2
2,       7394,20180801,20180831,    3,  4.54,  19.28,   25.46,   13.17,    2.32,  31.8,  18.2,   6.3, 263.05,    9,    23.2,   15.6
3,       7394,20180901,20180930,    3,  -999,  13.90,   19.33,    8.58,    2.27,  26.9,  27.0,  -1.7, 215.50,    9,    67.0,   29.3
4,       7394,20181001,20181031,    3,  4.94,   8.98,   14.30,    4.71,    2.32,  21.8,  18.5,  -0.6, 150.58,    3,    18.1,    4.5
5,       7394,20181101,20181130,    3,  -999,   3.17,    5.80,    0.95,-999,  12.8,  15.7,  -5.9,  54.82,    3,    16.7,   10.7
6,       7394,20181201,20181231,    3,  7.28,   1.27,    3.04,   -0.55,    3.10,   9.8,  23.2,  -6.2,  15.73,    3,   142.3,   35.8
7,       7394,20190101,20190131,    3,  7.06,  -2.05,   -0.15,   -4.30,    3.23,   5.2,  24.0, -11.0,  34.63,    3,-999,    9.1
8,       7394,20190201,20190228,    3,  5.24,   1.83,    5.83,   -2.13,    2.79,  15.5,  20.4, -10.9, 124.82,    3,    22.5,   10.7
9,       7394,20190301,20190331,    3,  -999,   4.60,    8.20,    1.24,    3.26,  16.8,  34.4,  -1.6, 110.95,    3,   110.2,   19.9
10,       7394,20190401,20190430,    3,  4.04,   8.05,   13.96,    2.62,    2.57,  22.4,  16.8,  -3.8, 252.15,    3,    30.4,   14.7
11,       7394,20190501,20190531,    3,  6.23,   9.27,   13.32,    5.18,    2.58,  20.6,  16.0,  -1.1, 146.62,    3,    66.1,   16.6
12,       7394,20190601,20190630,    3,  3.78,  19.01,   24.94,   12.21,    2.30,  33.3,  16.9,   6.7, 326.95,    3,    20.2,    7.2
13,       7394,20190701,20190731,    3,  4.82,  18.05,   23.81,   12.55,    2.16,  34.0,  14.5,   7.1, 253.90,    3,    71.6,   32.8
14,       7394,20190801,20190831,    3,  4.75,  17.92,   23.38,   12.62,    2.23,  28.5,  14.5,   6.9, 234.21,    3,    50.5,   15.6
15,       7394,20190901,20190930,    3,  -999,  12.63,   17.28,    7.90,-999,  25.6,  24.7,   1.4, 165.95,    3,   105.3,   28.8
16,       7394,20191001,20191031,    1,  6.16,   8.98,   12.87,    5.84,    2.42,  21.8,  16.8,  -3.4, 110.58,    1,    70.2,   13.8
17,       7394,20191101,20191130,    1,  7.35,   3.57,    5.69,    1.29,    2.40,  11.6,  16.7,  -4.0,  20.97,    1,    83.0,   23.8
18,       7394,20191201,20191231,    1,  6.77,   1.22,    3.35,   -1.09,    2.71,   8.6,  24.0,  -6.9,  36.85,    1,    74.5,   14.0
0,       5941,20180601,20180630,    3,  -999,  16.51,   22.51,   10.63,-999,  29.5,  -999,   5.8,-999,    9,   178.6,   35.6
1,       5941,20180701,20180731,    3,  -999,  18.00,   24.81,   11.28,-999,  31.2,  -999,   7.0,-999,    9,   106.8,   59.1
2,       5941,20180801,20180831,    3,  -999,  18.77,   26.03,   11.78,-999,  32.8,  -999,   1.8,-999,-999,-999,   30.6
3,       5941,20180901,20180930,    3,  -999,  14.12,   21.42,    7.79,-999,  27.8,  -999,  -1.7,-999,    9,    97.2,   22.5
4,       5941,20181001,20181031,    3,  -999,   9.74,   17.47,    3.71,-999,  24.9,  -999,  -3.1,-999,    3,    86.0,   32.1
5,       5941,20181101,20181130,    3,  -999,   3.31,   10.03,   -1.60,-999,  22.3,  -999,  -8.2,-999,    3,    21.0,   10.1
6,       5941,20181201,20181231,    3,  -999,  -0.10,    3.53,   -3.39,-999,  10.9,  -999, -13.9,-999,    3,   235.7,   49.4
7,       5941,20190101,20190131,    3,  -999,  -3.16,    1.15,   -7.18,-999,   5.3,  -999, -17.6,-999,    3,-999,   48.6
8,       5941,20190201,20190228,    3,  -999,  -0.63,    8.94,   -6.96,-999,  17.2,  -999, -15.3,-999,    3,    79.8,   20.7
9,       5941,20190301,20190331,    3,  -999,   3.43,   10.54,   -1.66,-999,  18.2,  -999,  -7.0,-999,    3,   126.7,   39.9
10,       5941,20190401,20190430,    3,  -999,   8.46,   15.20,    1.79,-999,  24.3,  -999,  -1.6,-999,    3,    61.0,   17.0
11,       5941,20190501,20190531,    3,  -999,   9.09,   14.44,    4.07,-999,  22.4,  -999,  -0.6,-999,    3,   274.1,   45.8
12,       5941,20190601,20190630,    3,  -999,  19.44,   27.39,   11.20,-999,  34.9,  -999,   5.2,-999,    3,    61.7,   27.9
13,       5941,20190701,20190731,    3,  -999,  18.18,   24.46,   11.81,-999,  33.2,  -999,   5.9,-999,    3,   261.2,  105.1
14,       5941,20190801,20190831,    3,  -999,  17.85,   24.31,   12.40,-999,  31.1,  -999,   5.5,-999,    3,   107.7,   21.9
15,       5941,20190901,20190930,    3,  -999,  12.95,   19.11,    7.60,-999,  27.0,  -999,   0.3,-999,    3,   109.6,   30.5
16,       5941,20191001,20191031,    1,  -999,   9.25,   16.24,    3.65,-999,  24.0,  -999,  -0.3,-999,    1,   127.8,   23.3
17,       5941,20191101,20191130,    1,  -999,   3.46,    8.81,   -0.39,-999,  16.2,  -999,  -5.5,-999,    1,   121.7,   21.3
18,       5941,20191201,20191231,    1,  -999,  -0.25,    4.83,   -4.31,-999,  16.4,  -999, -10.9,-999,    1,   125.5,   28.6
0,       2559,20180601,20180630,    3,  4.08,  16.75,   22.71,   10.92,    1.83,  27.9,  11.4,   5.4, 231.88,    9,    99.9,   29.0
1,       2559,20180701,20180731,    3,  3.25,  18.72,   25.25,   12.29,    1.87,  32.0,  13.7,   8.0, 273.45,    9,    66.7,   21.2
2,       2559,20180801,20180831,    3,  3.65,  19.14,   26.01,   12.74,    1.77,  32.9,  14.6,   6.3, 242.32,    9,    94.7,   21.0
3,       2559,20180901,20180930,    3,  3.23,  14.58,   21.47,    8.65,    1.67,  27.6,  20.5,  -0.7, 221.59,    9,    86.1,   32.4
4,       2559,20181001,20181031,    3,  -999,   9.58,   16.45,    3.82,    1.58,  24.4,  14.9,  -2.4, 181.50,    3,    53.8,   21.5
5,       2559,20181101,20181130,    3,  -999,   3.91,    9.27,    0.11,    1.27,  21.7,  10.0,  -7.0,  97.68,    3,    14.6,    4.6
6,       2559,20181201,20181231,    3,  6.92,   2.06,    5.62,   -1.45,    2.00,  12.3,  22.3,  -9.9,  54.75,    3,   163.5,   32.9
7,       2559,20190101,20190131,    3,  7.17,  -2.06,    1.40,   -5.99,    1.97,   7.7,  16.9, -14.1,  52.60,    3,   121.3,   20.9
8,       2559,20190201,20190228,    3,  4.79,   1.49,    8.73,   -4.43,    1.57,  16.0,  18.0, -14.6, 167.20,    3,    45.1,   12.4
9,       2559,20190301,20190331,    3,  5.18,   5.40,   11.21,    0.37,    2.23,  18.1,  23.0,  -4.4, 172.57,    3,   113.8,   24.2
10,       2559,20190401,20190430,    3,  5.76,   8.31,   14.18,    2.31,    1.80,  23.8,  13.5,  -1.5, 157.82,    3,    43.7,   10.5
11,       2559,20190501,20190531,    3,  6.47,   9.13,   14.32,    4.14,    1.68,  21.7,  17.1,  -1.4, 126.45,    3,   206.6,   59.3
12,       2559,20190601,20190630,    3,  3.98,  18.79,   25.73,   11.61,    1.70,  34.6,  14.9,   6.5, 284.82,    3,    90.4,   23.7
13,       2559,20190701,20190731,    3,  -999,  18.60,   24.84,   12.74,-999,  33.3,  17.5,   6.2, 246.52,-999,-999,   18.5
14,       2559,20190801,20190831,    3,  -999,  17.56,   23.45,   12.40,-999,  31.1,  13.8,   8.5, 202.97,    3,   206.8,   34.3
15,       2559,20190901,20190930,    3,  5.38,  13.24,   18.96,    8.03,    1.50,  25.7,  15.6,   1.2, 188.12,    3,   121.4,   32.4
16,       2559,20191001,20191031,    1,  5.91,  10.46,   16.26,    5.49,    1.58,  23.9,  14.7,   1.7, 125.22,    1,   153.0,   27.2
17,       2559,20191101,20191130,    1,  6.92,   3.98,    7.84,    0.25,    1.43,  16.4,  15.6,  -5.3,  48.93,    1,    53.9,   18.6
18,       2559,20191201,20191231,    1,  5.55,   2.03,    6.93,   -2.33,    1.81,  16.3,  22.8,  -7.6,  83.37,    1,    68.2,   10.4
0,        151,20180601,20180630,    3,  -999,  18.56,   25.29,   12.08,-999,  30.1,  -999,   6.6,-999,    9,    32.2,   23.2
1,        151,20180701,20180731,    3,  -999,  20.79,   28.61,   12.63,-999,  36.7,  -999,   6.8,-999,    9,    32.0,   11.1
2,        151,20180801,20180831,    3,  -999,  20.76,   28.62,   13.39,-999,  36.1,  -999,   6.1,-999,    9,    45.4,   14.2
3,        151,20180901,20180930,    3,  -999,  15.00,   22.66,    8.60,-999,  30.2,  -999,  -0.9,-999,    9,    60.9,   26.7
4,        151,20181001,20181031,    3,  -999,   9.59,   17.15,    3.81,-999,  24.9,  -999,  -2.2,-999,    3,    20.2,    8.0
5,        151,20181101,20181130,    3,  -999,   4.10,    7.37,    0.72,-999,  15.7,  -999,  -5.2,-999,    3,    11.9,    5.3
6,        151,20181201,20181231,    3,  -999,   2.82,    5.37,    0.35,-999,  11.8,  -999,  -7.4,-999,    3,   127.5,   34.4
7,        151,20190101,20190131,    3,  -999,  -0.08,    2.35,   -3.04,-999,   7.1,  -999, -10.9,-999,    3,    56.1,   10.8
8,        151,20190201,20190228,    3,  -999,   1.53,    8.23,   -3.98,-999,  18.0,  -999, -12.3,-999,    3,    28.1,   18.2
9,        151,20190301,20190331,    3,  -999,   6.50,   11.81,    1.63,-999,  19.6,  -999,  -3.7,-999,    3,    75.9,   22.2
10,        151,20190401,20190430,    3,  -999,   9.97,   17.44,    2.25,-999,  26.4,  -999,  -3.8,-999,    3,    19.5,    8.4
11,        151,20190501,20190531,    3,  -999,  11.33,   17.35,    4.72,-999,  25.3,  -999,  -2.0,-999,    3,    45.2,   18.6
12,        151,20190601,20190630,    3,  -999,  21.04,   29.09,   12.53,-999,  37.2,  -999,   6.2,-999,    3,    37.5,   14.3
13,        151,20190701,20190731,    3,  -999,  20.43,   27.43,   13.36,-999,  37.9,  -999,   4.9,-999,    3,    62.9,   38.9
14,        151,20190801,20190831,    3,  -999,  19.21,   26.06,   13.06,-999,  31.7,  -999,   7.7,-999,    3,   103.8,   19.6
15,        151,20190901,20190930,    3,  -999,  14.09,   20.48,    8.09,-999,  27.9,  -999,   0.4,-999,    3,    45.1,   15.8
16,        151,20191001,20191031,    1,  -999,  10.28,   15.34,    5.46,-999,  24.4,  -999,  -4.2,-999,    1,    34.7,    7.3
17,        151,20191101,20191130,    1,  -999,   4.75,    7.89,    1.68,-999,  13.1,  -999,  -4.1,-999,    1,    31.4,    5.7
18,        151,20191201,20191231,    1,  -999,   2.06,    5.35,   -0.95,-999,  12.2,  -999,  -8.2,-999,    1,    52.8,   11.9
0,       2290,20180601,20180630,    3,  4.97,  15.39,   19.78,   11.57,    2.27,  25.1,  15.8,   6.3, 231.82,    9,   107.3,   25.0
1,       2290,20180701,20180731,    3,  -999,  18.06,   22.48,   14.26,    2.35,  28.9,  16.7,   9.2, 291.27,    9,    77.0,   23.4
2,       2290,20180801,20180831,    3,  4.76,  18.65,   23.15,   14.41,    2.45,  30.7,  20.0,   6.5, 266.83,    9,   187.6,   44.3
3,       2290,20180901,20180930,    3,  4.49,  14.23,   18.62,   10.25,    2.40,  26.1,  27.2,   2.5, 224.12,    9,   143.9,   41.7
4,       2290,20181001,20181031,    3,  4.41,  10.33,   14.05,    7.30,    2.77,  23.3,  25.5,  -0.4, 186.92,    3,    51.6,   23.3
5,       2290,20181101,20181130,    3,  5.87,   4.77,    8.55,    1.88,    2.37,  22.2,  15.7,  -4.8, 106.98,    3,    20.2,    6.9
6,       2290,20181201,20181231,    3,  6.86,   1.50,    4.30,   -0.74,    3.65,  11.6,  32.0,  -8.2,  53.58,    3,   104.0,   16.0
7,       2290,20190101,20190131,    3,  7.25,  -3.03,   -0.59,   -4.95,    3.58,   5.9,  28.6, -10.2,  55.82,    3,    97.8,   20.3
8,       2290,20190201,20190228,    3,  5.00,   3.55,    7.15,    0.39,    2.86,  14.7,  31.0,  -6.1, 172.83,    3,    37.7,   13.7
9,       2290,20190301,20190331,    3,  5.48,   4.71,    9.14,    0.86,    3.74,  17.4,  33.3,  -3.4, 179.82,    3,    37.6,    9.3
10,       2290,20190401,20190430,    3,  5.73,   7.59,   12.62,    3.76,    2.77,  24.8,  16.4,  -1.3, 179.80,    3,    62.7,   20.2
11,       2290,20190501,20190531,    3,  6.42,   7.88,   12.01,    4.44,    2.61,  18.5,  25.3,  -1.7,-999,    3,   251.7,  104.3
12,       2290,20190601,20190630,    3,  3.58,  18.28,   23.17,   13.39,    2.50,  31.0,  19.6,   8.2, 312.78,    3,    49.1,   15.8
13,       2290,20190701,20190731,    3,  5.50,  17.79,   22.57,   13.80,-999,  31.9,  25.9,   7.6, 242.51,    3,   105.5,   36.9
14,       2290,20190801,20190831,    3,  5.37,  16.96,   21.45,   13.22,    2.35,  29.4,  18.5,   9.1, 214.53,    3,   182.6,   29.8
15,       2290,20190901,20190930,    3,  5.21,  12.58,   16.74,    9.28,    2.63,  24.0,  26.5,   4.3, 198.27,    3,   132.2,   29.9
16,       2290,20191001,20191031,    1,  5.65,  10.65,   14.98,    7.05,    2.94,  23.8,  24.4,   0.6, 135.43,    1,   124.0,   17.0
17,       2290,20191101,20191130,    1,  -999,   3.96,    7.05,    1.45,-999,  15.0,  24.5,  -4.6,  69.24,    1,    32.6,    8.8
